Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
58,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,2,Single,17281,No,3,29,3,4,26,8
59,No,Travel_Rarely,Research & Development,2,Human Resources,Female,5,Laboratory Technician,2,Divorced,18149,No,3,25,6,4,12,12
37,No,Travel_Rarely,Research & Development,4,Human Resources,Male,4,Laboratory Technician,2,Married,20000,No,3,37,5,2,18,7
57,No,Travel_Rarely,Research & Development,1,Medical,Male,1,Healthcare Representative,2,Married,10846,No,3,28,5,1,20,18
56,No,Travel_Rarely,Research & Development,4,Marketing,Male,4,Laboratory Technician,2,Single,19634,Yes,3,23,3,3,23,15
40,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Representative,1,Married,14707,No,3,37,1,2,37,5
49,No,Travel_Frequently,Research & Development,2,Technical Degree,Male,3,Healthcare Representative,2,Single,16612,Yes,3,16,6,2,3,3
50,No,Non-Travel,Sales,4,Medical,Female,3,Sales Executive,1,Single,15712,No,3,32,2,2,23,2
22,No,Travel_Rarely,Sales,1,Technical Degree,Male,4,Manager,2,Married,18706,No,3,34,6,3,34,9
51,No,Non-Travel,Research & Development,2,Medical,Female,1,Research Director,4,Divorced,10354,No,3,27,4,2,2,0
57,No,Travel_Rarely,Sales,1,Other,Female,3,Sales Executive,4,Married,13453,No,3,23,2,3,3,3
28,No,Travel_Rarely,Human Resources,5,Marketing,Male,4,Human Resources,1,Married,17600,No,3,36,3,3,36,3
20,No,Travel_Rarely,Human Resources,3,Other,Male,1,Human Resources,2,Married,12544,No,4,39,4,4,39,11
50,No,Travel_Rarely,Human Resources,5,Technical Degree,Female,4,Human Resources,4,Married,17600,No,3,39,0,1,34,5
28,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,4,Divorced,11477,No,3,30,0,4,30,10
33,No,Travel_Rarely,Sales,4,Marketing,Male,5,Sales Executive,2,Married,19000,No,3,24,6,2,24,11
35,No,Travel_Rarely,Human Resources,2,Marketing,Female,1,Human Resources,2,Single,10889,Yes,3,39,4,2,39,9
47,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,4,Single,13414,No,3,12,2,3,12,12
27,No,Non-Travel,Human Resources,3,Technical Degree,Female,5,Human Resources,2,Married,13716,Yes,3,3,2,4,3,3
35,No,Travel_Rarely,Human Resources,3,Life Sciences,Female,4,Human Resources,3,Married,12436,Yes,3,13,0,3,13,6
55,No,Non-Travel,Human Resources,3,Marketing,Male,5,Manager,2,Single,17600,No,4,27,0,4,12,10
36,No,Travel_Rarely,Sales,1,Technical Degree,Male,5,Manager,4,Divorced,19000,No,3,26,3,4,26,3
53,No,Non-Travel,Research & Development,2,Technical Degree,Male,4,Research Director,4,Married,17437,Yes,3,13,4,4,5,5
30,No,Travel_Rarely,Human Resources,4,Other,Male,4,Manager,1,Married,14977,Yes,3,16,2,4,16,0
20,Yes,Travel_Rarely,Sales,4,Human Resources,Male,2,Manager,3,Single,16544,Yes,3,35,3,4,35,12
27,No,Travel_Rarely,Sales,5,Medical,Female,4,Sales Representative,4,Married,18395,No,3,39,2,1,39,17
55,No,Travel_Rarely,Research & Development,3,Human Resources,Male,3,Healthcare Representative,3,Divorced,18849,No,3,34,0,2,34,8
18,No,Travel_Rarely,Human Resources,3,Human Resources,Male,3,Manager,2,Divorced,14121,Yes,4,16,4,4,16,8
44,No,Travel_Rarely,Research & Development,3,Marketing,Female,2,Research Director,4,Single,8741,Yes,3,2,1,4,1,1
25,No,Travel_Rarely,Research & Development,4,Other,Female,1,Research Director,1,Single,8436,No,3,12,4,3,12,9
59,No,Travel_Rarely,Sales,5,Medical,Female,1,Manager,4,Married,7677,No,4,5,5,2,1,1
34,No,Travel_Rarely,Research & Development,1,Human Resources,Male,3,Research Scientist,1,Married,14975,No,3,27,1,2,27,5
26,No,Travel_Rarely,Human Resources,2,Human Resources,Female,4,Manager,3,Married,14568,No,3,25,6,2,25,14
23,No,Travel_Frequently,Sales,1,Technical Degree,Male,2,Sales Representative,1,Divorced,11106,Yes,3,21,6,4,21,2
42,No,Travel_Rarely,Research & Development,4,Marketing,Male,1,Research Scientist,2,Married,9110,No,3,9,3,3,2,2
56,No,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Manager,2,Single,12536,No,3,34,1,2,34,5
45,No,Non-Travel,Research & Development,2,Medical,Female,5,Healthcare Representative,2,Divorced,18018,Yes,3,13,1,3,11,2
50,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Research Scientist,4,Single,15904,No,3,23,3,1,23,10
54,No,Non-Travel,Research & Development,4,Life Sciences,Male,4,Research Scientist,2,Divorced,18939,No,3,27,4,1,4,4
26,No,Travel_Rarely,Research & Development,4,Marketing,Male,2,Laboratory Technician,2,Married,13079,Yes,3,20,3,3,19,12
35,Yes,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Executive,4,Divorced,13924,No,3,38,5,4,38,19
38,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,5,Research Scientist,3,Single,20000,No,4,38,0,2,38,9
19,No,Non-Travel,Research & Development,5,Technical Degree,Female,3,Research Scientist,2,Single,17049,No,3,37,6,1,12,5
55,Yes,Travel_Rarely,Human Resources,5,Medical,Female,3,Human Resources,2,Married,13349,No,3,16,0,1,11,11
57,No,Non-Travel,Human Resources,1,Other,Male,2,Human Resources,4,Married,11987,No,3,21,6,3,12,12
53,No,Travel_Rarely,Research & Development,2,Marketing,Male,1,Research Director,3,Married,9734,No,3,18,1,4,9,9
54,No,Travel_Rarely,Research & Development,2,Marketing,Male,2,Laboratory Technician,3,Divorced,13830,Yes,3,32,3,3,32,6
32,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,3,Divorced,15882,No,3,39,3,3,39,14
45,No,Travel_Rarely,Research & Development,5,Human Resources,Male,5,Healthcare Representative,4,Married,20000,No,3,37,3,3,15,15
35,No,Non-Travel,Research & Development,4,Human Resources,Female,3,Laboratory Technician,1,Single,15163,No,3,34,5,3,34,17
51,Yes,Travel_Rarely,Research & Development,3,Other,Male,4,Healthcare Representative,1,Married,19228,No,3,32,5,3,2,2
39,No,Travel_Rarely,Human Resources,5,Human Resources,Male,3,Human Resources,2,Married,15653,Yes,3,30,4,4,4,4
28,No,Travel_Rarely,Sales,2,Other,Male,3,Sales Executive,2,Married,15296,No,3,34,2,3,25,1
30,No,Travel_Rarely,Research & Development,5,Medical,Male,5,Laboratory Technician,2,Divorced,20000,No,3,36,6,4,10,7
21,No,Travel_Rarely,Sales,1,Marketing,Male,4,Sales Executive,1,Single,19000,No,3,35,2,2,6,6
39,No,Non-Travel,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,4,Single,10580,No,3,22,2,2,9,1
24,No,Travel_Frequently,Sales,1,Medical,Female,4,Manager,2,Single,17879,Yes,4,35,6,2,33,10
41,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Laboratory Technician,4,Divorced,12677,No,3,39,4,2,2,2
21,No,Non-Travel,Research & Development,5,Technical Degree,Male,4,Research Scientist,2,Married,20000,No,3,38,3,1,7,5
45,No,Travel_Rarely,Sales,4,Technical Degree,Male,2,Sales Executive,4,Single,14659,No,3,30,2,4,30,9
32,No,Non-Travel,Research & Development,3,Other,Male,4,Laboratory Technician,4,Single,17526,No,3,24,3,2,10,4
18,No,Travel_Rarely,Sales,1,Other,Male,5,Sales Executive,1,Single,17001,No,3,16,1,1,6,6
20,No,Travel_Rarely,Sales,5,Marketing,Female,1,Manager,4,Single,9773,No,3,14,2,4,1,0
31,No,Non-Travel,Research & Development,4,Technical Degree,Male,3,Laboratory Technician,3,Married,18496,No,3,36,1,1,5,1
55,No,Non-Travel,Research & Development,5,Other,Male,5,Healthcare Representative,1,Single,20000,No,3,31,4,1,31,0
18,No,Non-Travel,Sales,1,Other,Male,1,Sales Representative,2,Single,9005,Yes,4,21,0,3,19,18
55,No,Travel_Rarely,Research & Development,3,Human Resources,Male,1,Healthcare Representative,1,Divorced,12821,No,4,33,5,1,33,1
55,No,Travel_Rarely,Research & Development,5,Other,Female,3,Healthcare Representative,3,Married,15524,No,3,21,6,1,15,15
38,No,Non-Travel,Sales,2,Technical Degree,Male,2,Sales Representative,3,Married,12175,No,3,24,4,4,24,3
46,Yes,Travel_Rarely,Research & Development,4,Medical,Male,5,Healthcare Representative,4,Single,20000,No,3,13,4,1,11,11
22,No,Travel_Rarely,Sales,5,Technical Degree,Male,3,Sales Representative,3,Married,14679,No,4,13,4,3,6,6
27,No,Travel_Rarely,Sales,4,Human Resources,Male,3,Manager,3,Married,17691,Yes,3,38,2,2,38,17
45,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,2,Research Director,3,Single,10302,No,3,16,1,2,16,0
38,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Research Scientist,3,Single,19771,No,4,33,5,4,10,0
24,No,Travel_Rarely,Research & Development,3,Human Resources,Female,3,Research Director,2,Divorced,16492,No,3,25,2,4,5,5
20,No,Travel_Frequently,Research & Development,2,Marketing,Female,2,Healthcare Representative,2,Divorced,13329,Yes,3,29,0,1,22,3
37,No,Travel_Frequently,Human Resources,4,Technical Degree,Male,5,Human Resources,1,Single,17600,No,3,26,6,4,26,4
36,No,Travel_Rarely,Research & Development,5,Other,Female,4,Research Scientist,4,Married,16966,Yes,4,15,6,1,5,5
52,No,Travel_Rarely,Sales,2,Medical,Male,1,Sales Representative,2,Divorced,11629,No,3,37,5,4,37,12
21,No,Travel_Frequently,Research & Development,1,Technical Degree,Male,2,Research Scientist,3,Single,13127,No,3,15,6,2,1,1
22,No,Non-Travel,Sales,4,Medical,Female,1,Sales Representative,4,Married,10420,No,3,37,6,2,21,12
18,No,Non-Travel,Research & Development,3,Life Sciences,Male,4,Research Scientist,2,Divorced,18768,No,3,23,4,2,19,1
21,Yes,Non-Travel,Sales,2,Marketing,Female,3,Manager,1,Divorced,15655,No,3,35,3,2,24,15
29,No,Travel_Rarely,Sales,3,Other,Male,3,Sales Representative,3,Married,16157,No,3,34,0,1,14,5
44,No,Travel_Rarely,Human Resources,4,Human Resources,Female,5,Manager,4,Single,17593,No,4,28,1,1,28,13
59,No,Travel_Rarely,Research & Development,3,Human Resources,Female,2,Research Scientist,2,Single,10269,Yes,3,7,0,1,7,0
40,No,Travel_Rarely,Research & Development,2,Marketing,Female,2,Research Director,4,Divorced,12805,No,4,36,2,2,36,16
42,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Research Director,2,Divorced,20000,No,3,32,6,3,32,10
38,No,Non-Travel,Sales,1,Life Sciences,Female,1,Sales Representative,1,Married,8754,Yes,3,25,3,2,21,18
41,No,Travel_Rarely,Sales,2,Technical Degree,Male,3,Sales Representative,3,Married,17911,Yes,3,36,2,2,4,2
42,No,Non-Travel,Sales,5,Life Sciences,Male,3,Sales Representative,1,Married,17326,No,3,38,5,3,38,10
49,No,Non-Travel,Research & Development,2,Technical Degree,Male,2,Healthcare Representative,3,Married,11241,Yes,3,17,4,3,17,4
49,No,Travel_Rarely,Research & Development,4,Medical,Female,2,Healthcare Representative,3,Divorced,13781,Yes,3,37,6,4,37,16
22,Yes,Travel_Rarely,Research & Development,2,Marketing,Male,5,Healthcare Representative,4,Married,20000,No,3,36,4,2,36,6
53,No,Travel_Rarely,Sales,1,Medical,Female,4,Sales Executive,2,Married,15521,No,3,29,0,3,29,9
59,No,Travel_Rarely,Human Resources,1,Medical,Male,1,Manager,1,Single,10142,No,4,30,4,4,30,10
59,No,Travel_Rarely,Research & Development,5,Medical,Male,4,Laboratory Technician,1,Married,17844,Yes,3,25,4,3,9,2
56,No,Travel_Rarely,Research & Development,3,Medical,Female,4,Research Director,1,Married,18078,Yes,3,30,5,3,14,14
33,No,Travel_Rarely,Research & Development,4,Human Resources,Male,2,Research Director,4,Single,13285,No,3,18,1,4,17,9
50,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,4,Divorced,13695,Yes,3,23,1,2,22,9
38,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Representative,4,Married,14373,No,3,32,2,4,32,13
26,No,Travel_Rarely,Research & Development,1,Marketing,Female,4,Research Director,3,Divorced,16351,Yes,3,22,6,2,15,11
23,Yes,Travel_Rarely,Research & Development,1,Other,Female,1,Research Scientist,1,Single,10604,No,3,37,2,3,37,14
52,No,Travel_Rarely,Sales,2,Medical,Male,2,Manager,3,Married,14306,No,4,34,1,4,34,9
56,No,Travel_Rarely,Sales,5,Marketing,Male,3,Manager,1,Single,17329,Yes,3,33,0,1,33,9
39,No,Travel_Rarely,Sales,5,Technical Degree,Male,1,Manager,1,Divorced,11457,No,3,27,1,3,27,18
58,No,Travel_Rarely,Sales,5,Marketing,Female,3,Sales Representative,2,Single,12406,Yes,3,14,2,4,1,0
22,No,Travel_Frequently,Human Resources,2,Medical,Female,1,Manager,1,Married,9934,No,3,33,3,3,29,9
59,No,Travel_Rarely,Research & Development,5,Marketing,Male,2,Research Scientist,4,Divorced,12622,No,3,18,6,4,12,1
40,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,5,Research Scientist,4,Married,19606,No,3,20,4,2,15,15
34,No,Non-Travel,Sales,2,Medical,Male,2,Sales Representative,4,Divorced,14424,No,4,33,5,1,4,4
29,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Research Director,2,Divorced,16595,No,3,27,3,3,27,6
40,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,4,Laboratory Technician,2,Single,18760,Yes,3,38,3,1,38,19
33,No,Travel_Rarely,Sales,5,Marketing,Male,1,Sales Representative,3,Single,11541,Yes,4,19,4,2,19,8
20,No,Travel_Rarely,Research & Development,3,Human Resources,Male,4,Research Scientist,1,Single,19126,No,3,23,1,4,23,1
47,No,Travel_Rarely,Research & Development,3,Other,Male,2,Research Scientist,1,Single,13999,No,3,26,6,1,26,13
39,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Healthcare Representative,4,Divorced,15454,No,3,29,0,4,29,16
26,No,Travel_Rarely,Research & Development,2,Other,Male,2,Healthcare Representative,4,Divorced,13952,No,3,36,3,2,26,0
46,No,Travel_Rarely,Sales,4,Technical Degree,Female,1,Sales Representative,4,Single,11241,No,3,25,0,3,25,8
54,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,4,Laboratory Technician,4,Married,15375,No,3,11,5,2,6,6
40,Yes,Travel_Rarely,Research & Development,3,Human Resources,Male,3,Healthcare Representative,4,Married,19726,No,3,37,5,1,37,18
30,No,Non-Travel,Research & Development,4,Other,Male,5,Research Scientist,4,Single,20000,No,3,30,5,1,4,3
49,No,Non-Travel,Human Resources,5,Technical Degree,Male,3,Human Resources,1,Married,16713,No,4,37,2,1,22,7
40,No,Travel_Rarely,Research & Development,5,Other,Female,3,Research Director,2,Single,15716,No,3,27,3,4,27,12
34,No,Non-Travel,Sales,3,Marketing,Female,2,Sales Representative,4,Married,14331,Yes,3,33,5,3,33,3
57,Yes,Non-Travel,Sales,3,Medical,Female,5,Manager,1,Married,15904,Yes,3,14,2,1,14,8
38,Yes,Travel_Rarely,Research & Development,2,Other,Male,1,Research Director,4,Married,11822,No,3,31,5,1,31,8
19,No,Travel_Rarely,Sales,4,Marketing,Male,1,Manager,3,Single,12360,No,3,25,1,1,25,17
54,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Healthcare Representative,3,Divorced,16129,No,3,30,3,2,30,11
23,No,Travel_Rarely,Human Resources,3,Medical,Female,3,Manager,1,Married,12539,Yes,3,29,2,1,18,9
35,No,Travel_Rarely,Research & Development,5,Human Resources,Male,4,Healthcare Representative,2,Divorced,17152,No,3,8,5,2,8,8
47,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,5,Research Scientist,3,Married,18505,No,3,28,6,1,28,6
39,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,3,Research Director,3,Divorced,16568,No,3,39,2,2,38,8
50,No,Non-Travel,Research & Development,5,Life Sciences,Male,4,Research Scientist,2,Divorced,20000,Yes,3,37,5,4,3,3
47,No,Travel_Rarely,Research & Development,3,Marketing,Female,5,Healthcare Representative,3,Married,19304,No,3,29,1,4,2,2
34,Yes,Travel_Rarely,Human Resources,1,Human Resources,Female,1,Human Resources,4,Married,9603,Yes,3,28,0,2,28,15
49,No,Travel_Rarely,Research & Development,4,Other,Female,4,Research Scientist,2,Divorced,19567,No,3,29,5,3,10,10
59,No,Travel_Rarely,Human Resources,5,Marketing,Male,5,Manager,3,Married,17600,No,3,38,0,3,32,6
31,No,Travel_Rarely,Human Resources,5,Other,Male,4,Manager,2,Divorced,17600,Yes,3,37,3,2,37,15
27,No,Travel_Rarely,Sales,1,Other,Female,3,Manager,4,Divorced,14308,No,4,35,1,4,10,4
53,No,Travel_Rarely,Sales,2,Other,Male,2,Sales Executive,3,Married,14232,Yes,4,34,6,2,26,15
51,No,Travel_Rarely,Sales,1,Life Sciences,Male,1,Sales Representative,1,Single,11016,No,4,32,3,3,32,0
26,No,Travel_Rarely,Sales,1,Life Sciences,Male,3,Sales Representative,3,Single,17195,Yes,3,38,6,2,20,18
59,No,Travel_Rarely,Sales,5,Human Resources,Male,3,Sales Representative,3,Divorced,18755,No,3,38,0,4,38,4
45,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Research Scientist,4,Single,20000,No,3,30,1,3,30,6
28,No,Travel_Rarely,Sales,1,Human Resources,Female,4,Sales Executive,1,Single,16834,No,4,37,4,3,37,18
31,Yes,Non-Travel,Sales,2,Life Sciences,Male,1,Sales Executive,1,Married,12256,No,3,38,1,1,1,1
56,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Laboratory Technician,1,Married,15594,No,3,26,1,1,26,16
36,No,Travel_Rarely,Sales,1,Human Resources,Male,5,Sales Executive,4,Single,19000,Yes,3,35,6,3,35,7
32,No,Non-Travel,Research & Development,1,Technical Degree,Female,1,Research Director,4,Single,10926,No,3,35,4,3,10,0
45,Yes,Travel_Rarely,Sales,2,Technical Degree,Female,4,Sales Executive,4,Married,17376,No,3,34,2,2,17,1
41,No,Travel_Rarely,Sales,4,Human Resources,Male,3,Sales Executive,4,Single,17494,No,3,34,2,4,0,0
25,No,Travel_Rarely,Research & Development,1,Marketing,Female,3,Research Director,4,Divorced,15500,No,3,34,2,3,34,19
26,No,Non-Travel,Research & Development,1,Medical,Female,3,Research Scientist,1,Single,15572,No,3,34,0,4,34,17
50,No,Travel_Rarely,Human Resources,4,Life Sciences,Female,1,Human Resources,2,Divorced,10013,No,3,35,1,3,30,10
50,Yes,Travel_Rarely,Research & Development,2,Other,Female,1,Healthcare Representative,4,Divorced,10736,No,3,27,5,4,27,9
36,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Research Scientist,2,Married,13743,No,4,38,4,1,38,3
20,No,Non-Travel,Sales,4,Other,Female,1,Sales Executive,3,Married,9500,Yes,3,23,5,3,0,0
27,No,Travel_Frequently,Sales,1,Marketing,Male,5,Sales Representative,3,Married,19000,No,3,24,0,2,24,3
57,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,4,Married,12926,No,3,37,4,4,37,12
59,No,Travel_Rarely,Research & Development,5,Marketing,Female,5,Healthcare Representative,3,Married,17700,No,3,19,5,3,19,12
18,No,Travel_Rarely,Human Resources,3,Medical,Female,3,Manager,2,Divorced,11087,No,3,11,6,1,2,2
46,No,Travel_Rarely,Research & Development,1,Human Resources,Female,5,Healthcare Representative,3,Married,18253,Yes,3,21,0,1,1,1
51,No,Travel_Rarely,Research & Development,2,Human Resources,Male,4,Research Scientist,3,Divorced,17359,No,3,22,0,1,17,15
30,No,Travel_Rarely,Research & Development,5,Other,Male,1,Research Director,2,Single,10965,No,3,25,0,1,9,0
18,No,Travel_Rarely,Sales,3,Technical Degree,Female,4,Manager,3,Single,13839,No,3,13,4,3,4,4
51,No,Travel_Frequently,Human Resources,4,Technical Degree,Female,4,Manager,4,Divorced,12997,Yes,3,11,5,2,8,8
46,No,Travel_Rarely,Human Resources,2,Other,Male,3,Human Resources,2,Married,10247,Yes,3,3,5,4,1,1
30,Yes,Non-Travel,Research & Development,3,Human Resources,Male,1,Healthcare Representative,2,Married,13452,No,3,33,3,2,33,6
46,No,Travel_Rarely,Research & Development,4,Other,Male,4,Healthcare Representative,1,Married,20000,No,3,37,0,4,37,9
56,No,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Research Director,1,Single,15554,No,3,30,2,2,30,0
41,No,Non-Travel,Sales,4,Other,Female,1,Sales Representative,2,Married,11851,Yes,3,37,1,3,9,9
43,No,Travel_Frequently,Human Resources,3,Human Resources,Male,2,Human Resources,2,Single,11305,No,3,18,6,3,11,8
34,No,Non-Travel,Research & Development,3,Marketing,Male,3,Laboratory Technician,1,Married,18522,Yes,3,37,6,4,35,14
24,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,5,Research Scientist,4,Married,16916,Yes,3,20,3,3,20,14
30,No,Travel_Rarely,Sales,4,Human Resources,Female,1,Sales Representative,3,Divorced,9932,No,3,18,3,4,5,2
22,No,Travel_Rarely,Human Resources,4,Other,Male,4,Manager,3,Married,15717,No,3,19,4,2,2,2
43,No,Travel_Rarely,Research & Development,1,Human Resources,Male,4,Healthcare Representative,3,Single,17997,Yes,3,24,3,3,9,8
20,No,Travel_Rarely,Sales,4,Human Resources,Male,5,Manager,2,Married,19000,No,4,10,5,3,4,4
24,No,Travel_Frequently,Human Resources,1,Technical Degree,Male,5,Manager,4,Single,17600,Yes,3,25,4,4,25,6
56,No,Travel_Rarely,Sales,2,Other,Male,4,Manager,1,Single,19000,Yes,3,34,4,4,20,11
18,No,Travel_Rarely,Sales,3,Technical Degree,Female,1,Sales Representative,4,Single,10306,Yes,3,25,6,4,25,8
34,No,Travel_Rarely,Human Resources,2,Other,Female,3,Human Resources,4,Married,13572,No,3,38,6,4,37,5
42,No,Travel_Rarely,Human Resources,5,Technical Degree,Female,5,Manager,3,Single,16753,Yes,3,25,2,1,25,1
20,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,5,Research Scientist,1,Married,19050,No,3,7,0,4,7,7
32,Yes,Travel_Rarely,Research & Development,5,Marketing,Male,5,Healthcare Representative,4,Divorced,20000,Yes,3,33,3,1,4,4
46,No,Travel_Rarely,Research & Development,1,Human Resources,Male,2,Healthcare Representative,1,Married,12636,Yes,3,21,0,2,14,0
49,Yes,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,2,Single,12370,Yes,3,37,0,4,15,15
43,No,Non-Travel,Sales,2,Technical Degree,Male,1,Sales Executive,3,Single,10883,No,3,26,0,1,0,0
33,No,Travel_Rarely,Research & Development,2,Marketing,Female,1,Healthcare Representative,1,Married,9379,No,3,20,4,1,15,4
42,Yes,Travel_Rarely,Research & Development,2,Human Resources,Female,1,Research Scientist,2,Divorced,11472,No,3,36,0,1,36,1
45,No,Travel_Rarely,Research & Development,2,Human Resources,Male,1,Research Director,2,Single,12055,No,3,26,3,3,2,2
26,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,4,Healthcare Representative,2,Divorced,20000,No,3,36,4,1,30,13
18,Yes,Travel_Rarely,Sales,2,Human Resources,Female,5,Sales Representative,4,Married,15729,No,3,12,3,4,12,3
46,No,Non-Travel,Research & Development,4,Marketing,Male,4,Research Director,4,Married,18884,Yes,4,15,4,4,15,3
39,No,Travel_Rarely,Sales,5,Medical,Male,2,Sales Executive,3,Divorced,14620,No,3,20,1,4,20,14
33,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Laboratory Technician,3,Married,16429,No,3,35,1,1,1,1
58,No,Travel_Rarely,Research & Development,1,Marketing,Female,5,Research Scientist,2,Divorced,18740,No,3,26,1,1,26,3
58,No,Travel_Rarely,Human Resources,3,Marketing,Male,2,Human Resources,3,Married,13983,No,3,39,1,3,37,15
24,Yes,Non-Travel,Research & Development,3,Marketing,Male,4,Healthcare Representative,4,Married,20000,No,3,38,4,2,25,3
31,No,Travel_Rarely,Sales,3,Human Resources,Female,3,Sales Representative,3,Married,16411,No,3,37,0,3,37,15
46,No,Travel_Rarely,Sales,5,Medical,Male,2,Sales Executive,1,Married,13543,No,3,24,2,4,24,11
36,No,Travel_Frequently,Research & Development,2,Technical Degree,Male,3,Research Director,4,Married,15929,No,4,14,6,4,10,10
36,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,2,Healthcare Representative,2,Single,12376,No,3,11,5,4,7,7
19,No,Travel_Rarely,Sales,4,Human Resources,Male,4,Manager,2,Single,15324,No,3,7,2,3,7,7
58,No,Non-Travel,Sales,1,Human Resources,Female,3,Manager,3,Married,13746,No,4,32,1,4,32,5
32,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,4,Married,14549,No,3,34,0,4,6,6
20,Yes,Travel_Rarely,Sales,3,Other,Female,4,Sales Executive,2,Divorced,17491,Yes,3,37,3,4,37,4
28,No,Travel_Rarely,Research & Development,3,Medical,Male,5,Research Director,2,Married,20000,No,3,20,0,1,20,17
47,No,Travel_Rarely,Research & Development,3,Marketing,Male,4,Research Scientist,4,Married,15289,Yes,3,7,3,2,7,7
57,No,Travel_Rarely,Sales,2,Other,Male,4,Sales Executive,4,Single,17865,No,3,20,2,1,20,9
35,Yes,Travel_Rarely,Sales,4,Marketing,Male,5,Manager,2,Divorced,19000,No,3,19,0,1,19,6
19,No,Non-Travel,Human Resources,4,Other,Female,4,Human Resources,3,Married,13122,No,3,7,0,2,7,7
49,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,5,Healthcare Representative,3,Divorced,20000,No,3,30,5,2,30,0
25,Yes,Non-Travel,Research & Development,4,Other,Male,5,Research Scientist,3,Divorced,20000,No,3,28,2,3,28,6
39,No,Travel_Frequently,Research & Development,3,Human Resources,Male,5,Research Scientist,1,Single,20000,Yes,3,34,0,2,8,0
23,Yes,Travel_Rarely,Human Resources,1,Medical,Female,2,Manager,4,Married,10771,No,3,24,3,3,14,14
29,No,Travel_Rarely,Human Resources,3,Technical Degree,Female,3,Human Resources,2,Divorced,13121,No,4,29,6,3,29,3
57,No,Travel_Frequently,Research & Development,4,Other,Male,2,Research Scientist,1,Single,14634,No,3,25,0,1,25,19
53,No,Travel_Rarely,Research & Development,3,Medical,Male,5,Research Director,3,Married,20000,No,4,39,3,4,9,9
32,Yes,Travel_Rarely,Sales,4,Human Resources,Male,3,Sales Executive,1,Divorced,16305,No,3,28,1,1,28,8
45,No,Travel_Rarely,Research & Development,5,Marketing,Female,3,Research Scientist,2,Single,16341,No,3,15,0,1,15,1
35,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,5,Research Scientist,2,Divorced,20000,No,3,35,3,2,35,13
19,No,Travel_Rarely,Research & Development,5,Medical,Female,3,Research Scientist,4,Divorced,14664,Yes,3,19,6,2,19,15
30,No,Travel_Rarely,Human Resources,2,Marketing,Male,3,Manager,3,Married,16115,No,4,36,2,3,36,0
32,No,Travel_Frequently,Sales,3,Medical,Female,2,Sales Executive,3,Single,11468,No,3,21,1,3,21,1
37,Yes,Non-Travel,Research & Development,2,Medical,Male,3,Healthcare Representative,1,Married,18335,Yes,3,39,0,3,6,6
46,No,Travel_Rarely,Sales,3,Medical,Male,5,Sales Representative,3,Single,19000,No,3,22,5,2,22,9
59,No,Non-Travel,Research & Development,5,Human Resources,Male,1,Laboratory Technician,1,Divorced,14446,No,3,39,3,3,39,19
