Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,EducationLabel,JobSatisfactionLabel,WorkLifeBalanceLabel,PerformanceLabel,JobLevelLabel
38,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Representative,4,Married,14373,No,3,32,2,4,32,13,Bachelor,Very High,Best,Excellent,Mid
26,No,Travel_Rarely,Research & Development,1,Marketing,Female,4,Research Director,3,Divorced,16351,Yes,3,22,6,2,15,11,Below College,High,Good,Excellent,Lead
23,Yes,Travel_Rarely,Research & Development,1,Other,Female,1,Research Scientist,1,Single,10604,No,3,37,2,3,37,14,Below College,Low,Better,Excellent,Junior
52,No,Travel_Rarely,Sales,2,Medical,Male,2,Manager,3,Married,14306,No,4,34,1,4,34,9,College,High,Best,Outstanding,Mid
56,No,Travel_Rarely,Sales,5,Marketing,Male,3,Manager,1,Single,17329,Yes,3,33,0,1,33,9,Doctor,Low,Bad,Excellent,Senior
39,No,Travel_Rarely,Sales,5,Technical Degree,Male,1,Manager,1,Divorced,11457,No,3,27,1,3,27,18,Doctor,Low,Better,Excellent,Junior
58,No,Travel_Rarely,Sales,5,Marketing,Female,3,Sales Representative,2,Single,12406,Yes,3,14,2,4,1,0,Doctor,Medium,Best,Excellent,Senior
22,No,Travel_Frequently,Human Resources,2,Medical,Female,1,Manager,1,Married,9934,No,3,33,3,3,29,9,College,Low,Better,Excellent,Junior
59,No,Travel_Rarely,Research & Development,5,Marketing,Male,2,Research Scientist,4,Divorced,12622,No,3,18,6,4,12,1,Doctor,Very High,Best,Excellent,Mid
40,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,5,Research Scientist,4,Married,19606,No,3,20,4,2,15,15,Bachelor,Very High,Good,Excellent,Executive
34,No,Non-Travel,Sales,2,Medical,Male,2,Sales Representative,4,Divorced,14424,No,4,33,5,1,4,4,College,Very High,Bad,Outstanding,Mid
29,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Research Director,2,Divorced,16595,No,3,27,3,3,27,6,Bachelor,Medium,Better,Excellent,Lead
40,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,4,Laboratory Technician,2,Single,18760,Yes,3,38,3,1,38,19,College,Medium,Bad,Excellent,Lead
33,No,Travel_Rarely,Sales,5,Marketing,Male,1,Sales Representative,3,Single,11541,Yes,4,19,4,2,19,8,Doctor,High,Good,Outstanding,Junior
20,No,Travel_Rarely,Research & Development,3,Human Resources,Male,4,Research Scientist,1,Single,19126,No,3,23,1,4,23,1,Bachelor,Low,Best,Excellent,Lead
47,No,Travel_Rarely,Research & Development,3,Other,Male,2,Research Scientist,1,Single,13999,No,3,26,6,1,26,13,Bachelor,Low,Bad,Excellent,Mid
39,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Healthcare Representative,4,Divorced,15454,No,3,29,0,4,29,16,Bachelor,Very High,Best,Excellent,Senior
26,No,Travel_Rarely,Research & Development,2,Other,Male,2,Healthcare Representative,4,Divorced,13952,No,3,36,3,2,26,0,College,Very High,Good,Excellent,Mid
46,No,Travel_Rarely,Sales,4,Technical Degree,Female,1,Sales Representative,4,Single,11241,No,3,25,0,3,25,8,Master,Very High,Better,Excellent,Junior
54,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,4,Laboratory Technician,4,Married,15375,No,3,11,5,2,6,6,Doctor,Very High,Good,Excellent,Lead
40,Yes,Travel_Rarely,Research & Development,3,Human Resources,Male,3,Healthcare Representative,4,Married,19726,No,3,37,5,1,37,18,Bachelor,Very High,Bad,Excellent,Senior
30,No,Non-Travel,Research & Development,4,Other,Male,5,Research Scientist,4,Single,20000,No,3,30,5,1,4,3,Master,Very High,Bad,Excellent,Executive
49,No,Non-Travel,Human Resources,5,Technical Degree,Male,3,Human Resources,1,Married,16713,No,4,37,2,1,22,7,Doctor,Low,Bad,Outstanding,Senior
40,No,Travel_Rarely,Research & Development,5,Other,Female,3,Research Director,2,Single,15716,No,3,27,3,4,27,12,Doctor,Medium,Best,Excellent,Senior
34,No,Non-Travel,Sales,3,Marketing,Female,2,Sales Representative,4,Married,14331,Yes,3,33,5,3,33,3,Bachelor,Very High,Better,Excellent,Mid
57,Yes,Non-Travel,Sales,3,Medical,Female,5,Manager,1,Married,15904,Yes,3,14,2,1,14,8,Bachelor,Low,Bad,Excellent,Executive
38,Yes,Travel_Rarely,Research & Development,2,Other,Male,1,Research Director,4,Married,11822,No,3,31,5,1,31,8,College,Very High,Bad,Excellent,Junior
19,No,Travel_Rarely,Sales,4,Marketing,Male,1,Manager,3,Single,12360,No,3,25,1,1,25,17,Master,High,Bad,Excellent,Junior
54,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Healthcare Representative,3,Divorced,16129,No,3,30,3,2,30,11,Master,High,Good,Excellent,Senior
23,No,Travel_Rarely,Human Resources,3,Medical,Female,3,Manager,1,Married,12539,Yes,3,29,2,1,18,9,Bachelor,Low,Bad,Excellent,Senior
35,No,Travel_Rarely,Research & Development,5,Human Resources,Male,4,Healthcare Representative,2,Divorced,17152,No,3,8,5,2,8,8,Doctor,Medium,Good,Excellent,Lead
47,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,5,Research Scientist,3,Married,18505,No,3,28,6,1,28,6,Bachelor,High,Bad,Excellent,Executive
39,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,3,Research Director,3,Divorced,16568,No,3,39,2,2,38,8,Doctor,High,Good,Excellent,Senior
50,No,Non-Travel,Research & Development,5,Life Sciences,Male,4,Research Scientist,2,Divorced,20000,Yes,3,37,5,4,3,3,Doctor,Medium,Best,Excellent,Lead
47,No,Travel_Rarely,Research & Development,3,Marketing,Female,5,Healthcare Representative,3,Married,19304,No,3,29,1,4,2,2,Bachelor,High,Best,Excellent,Executive
34,Yes,Travel_Rarely,Human Resources,1,Human Resources,Female,1,Human Resources,4,Married,9603,Yes,3,28,0,2,28,15,Below College,Very High,Good,Excellent,Junior
49,No,Travel_Rarely,Research & Development,4,Other,Female,4,Research Scientist,2,Divorced,19567,No,3,29,5,3,10,10,Master,Medium,Better,Excellent,Lead
59,No,Travel_Rarely,Human Resources,5,Marketing,Male,5,Manager,3,Married,17600,No,3,38,0,3,32,6,Doctor,High,Better,Excellent,Executive
31,No,Travel_Rarely,Human Resources,5,Other,Male,4,Manager,2,Divorced,17600,Yes,3,37,3,2,37,15,Doctor,Medium,Good,Excellent,Lead
27,No,Travel_Rarely,Sales,1,Other,Female,3,Manager,4,Divorced,14308,No,4,35,1,4,10,4,Below College,Very High,Best,Outstanding,Senior
53,No,Travel_Rarely,Sales,2,Other,Male,2,Sales Executive,3,Married,14232,Yes,4,34,6,2,26,15,College,High,Good,Outstanding,Mid
51,No,Travel_Rarely,Sales,1,Life Sciences,Male,1,Sales Representative,1,Single,11016,No,4,32,3,3,32,0,Below College,Low,Better,Outstanding,Junior
26,No,Travel_Rarely,Sales,1,Life Sciences,Male,3,Sales Representative,3,Single,17195,Yes,3,38,6,2,20,18,Below College,High,Good,Excellent,Senior
59,No,Travel_Rarely,Sales,5,Human Resources,Male,3,Sales Representative,3,Divorced,18755,No,3,38,0,4,38,4,Doctor,High,Best,Excellent,Senior
45,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Research Scientist,4,Single,20000,No,3,30,1,3,30,6,Master,Very High,Better,Excellent,Executive
28,No,Travel_Rarely,Sales,1,Human Resources,Female,4,Sales Executive,1,Single,16834,No,4,37,4,3,37,18,Below College,Low,Better,Outstanding,Lead
31,Yes,Non-Travel,Sales,2,Life Sciences,Male,1,Sales Executive,1,Married,12256,No,3,38,1,1,1,1,College,Low,Bad,Excellent,Junior
56,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Laboratory Technician,1,Married,15594,No,3,26,1,1,26,16,Bachelor,Low,Bad,Excellent,Senior
36,No,Travel_Rarely,Sales,1,Human Resources,Male,5,Sales Executive,4,Single,19000,Yes,3,35,6,3,35,7,Below College,Very High,Better,Excellent,Executive
32,No,Non-Travel,Research & Development,1,Technical Degree,Female,1,Research Director,4,Single,10926,No,3,35,4,3,10,0,Below College,Very High,Better,Excellent,Junior
45,Yes,Travel_Rarely,Sales,2,Technical Degree,Female,4,Sales Executive,4,Married,17376,No,3,34,2,2,17,1,College,Very High,Good,Excellent,Lead
41,No,Travel_Rarely,Sales,4,Human Resources,Male,3,Sales Executive,4,Single,17494,No,3,34,2,4,0,0,Master,Very High,Best,Excellent,Senior
25,No,Travel_Rarely,Research & Development,1,Marketing,Female,3,Research Director,4,Divorced,15500,No,3,34,2,3,34,19,Below College,Very High,Better,Excellent,Senior
26,No,Non-Travel,Research & Development,1,Medical,Female,3,Research Scientist,1,Single,15572,No,3,34,0,4,34,17,Below College,Low,Best,Excellent,Senior
50,No,Travel_Rarely,Human Resources,4,Life Sciences,Female,1,Human Resources,2,Divorced,10013,No,3,35,1,3,30,10,Master,Medium,Better,Excellent,Junior
50,Yes,Travel_Rarely,Research & Development,2,Other,Female,1,Healthcare Representative,4,Divorced,10736,No,3,27,5,4,27,9,College,Very High,Best,Excellent,Junior
36,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Research Scientist,2,Married,13743,No,4,38,4,1,38,3,Below College,Medium,Bad,Outstanding,Junior
20,No,Non-Travel,Sales,4,Other,Female,1,Sales Executive,3,Married,9500,Yes,3,23,5,3,0,0,Master,High,Better,Excellent,Junior
27,No,Travel_Frequently,Sales,1,Marketing,Male,5,Sales Representative,3,Married,19000,No,3,24,0,2,24,3,Below College,High,Good,Excellent,Executive
57,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,4,Married,12926,No,3,37,4,4,37,12,Bachelor,Very High,Best,Excellent,Mid
59,No,Travel_Rarely,Research & Development,5,Marketing,Female,5,Healthcare Representative,3,Married,17700,No,3,19,5,3,19,12,Doctor,High,Better,Excellent,Executive
18,No,Travel_Rarely,Human Resources,3,Medical,Female,3,Manager,2,Divorced,11087,No,3,11,6,1,2,2,Bachelor,Medium,Bad,Excellent,Senior
46,No,Travel_Rarely,Research & Development,1,Human Resources,Female,5,Healthcare Representative,3,Married,18253,Yes,3,21,0,1,1,1,Below College,High,Bad,Excellent,Executive
51,No,Travel_Rarely,Research & Development,2,Human Resources,Male,4,Research Scientist,3,Divorced,17359,No,3,22,0,1,17,15,College,High,Bad,Excellent,Lead
30,No,Travel_Rarely,Research & Development,5,Other,Male,1,Research Director,2,Single,10965,No,3,25,0,1,9,0,Doctor,Medium,Bad,Excellent,Junior
18,No,Travel_Rarely,Sales,3,Technical Degree,Female,4,Manager,3,Single,13839,No,3,13,4,3,4,4,Bachelor,High,Better,Excellent,Lead
51,No,Travel_Frequently,Human Resources,4,Technical Degree,Female,4,Manager,4,Divorced,12997,Yes,3,11,5,2,8,8,Master,Very High,Good,Excellent,Lead
46,No,Travel_Rarely,Human Resources,2,Other,Male,3,Human Resources,2,Married,10247,Yes,3,3,5,4,1,1,College,Medium,Best,Excellent,Senior
30,Yes,Non-Travel,Research & Development,3,Human Resources,Male,1,Healthcare Representative,2,Married,13452,No,3,33,3,2,33,6,Bachelor,Medium,Good,Excellent,Junior
46,No,Travel_Rarely,Research & Development,4,Other,Male,4,Healthcare Representative,1,Married,20000,No,3,37,0,4,37,9,Master,Low,Best,Excellent,Lead
56,No,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Research Director,1,Single,15554,No,3,30,2,2,30,0,Below College,Low,Good,Excellent,Senior
41,No,Non-Travel,Sales,4,Other,Female,1,Sales Representative,2,Married,11851,Yes,3,37,1,3,9,9,Master,Medium,Better,Excellent,Junior
43,No,Travel_Frequently,Human Resources,3,Human Resources,Male,2,Human Resources,2,Single,11305,No,3,18,6,3,11,8,Bachelor,Medium,Better,Excellent,Mid
34,No,Non-Travel,Research & Development,3,Marketing,Male,3,Laboratory Technician,1,Married,18522,Yes,3,37,6,4,35,14,Bachelor,Low,Best,Excellent,Senior
24,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,5,Research Scientist,4,Married,16916,Yes,3,20,3,3,20,14,Below College,Very High,Better,Excellent,Executive
30,No,Travel_Rarely,Sales,4,Human Resources,Female,1,Sales Representative,3,Divorced,9932,No,3,18,3,4,5,2,Master,High,Best,Excellent,Junior
22,No,Travel_Rarely,Human Resources,4,Other,Male,4,Manager,3,Married,15717,No,3,19,4,2,2,2,Master,High,Good,Excellent,Lead
43,No,Travel_Rarely,Research & Development,1,Human Resources,Male,4,Healthcare Representative,3,Single,17997,Yes,3,24,3,3,9,8,Below College,High,Better,Excellent,Lead
20,No,Travel_Rarely,Sales,4,Human Resources,Male,5,Manager,2,Married,19000,No,4,10,5,3,4,4,Master,Medium,Better,Outstanding,Executive
24,No,Travel_Frequently,Human Resources,1,Technical Degree,Male,5,Manager,4,Single,17600,Yes,3,25,4,4,25,6,Below College,Very High,Best,Excellent,Executive
56,No,Travel_Rarely,Sales,2,Other,Male,4,Manager,1,Single,19000,Yes,3,34,4,4,20,11,College,Low,Best,Excellent,Lead
18,No,Travel_Rarely,Sales,3,Technical Degree,Female,1,Sales Representative,4,Single,10306,Yes,3,25,6,4,25,8,Bachelor,Very High,Best,Excellent,Junior
34,No,Travel_Rarely,Human Resources,2,Other,Female,3,Human Resources,4,Married,13572,No,3,38,6,4,37,5,College,Very High,Best,Excellent,Senior
42,No,Travel_Rarely,Human Resources,5,Technical Degree,Female,5,Manager,3,Single,16753,Yes,3,25,2,1,25,1,Doctor,High,Bad,Excellent,Executive
20,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,5,Research Scientist,1,Married,19050,No,3,7,0,4,7,7,Doctor,Low,Best,Excellent,Executive
32,Yes,Travel_Rarely,Research & Development,5,Marketing,Male,5,Healthcare Representative,4,Divorced,20000,Yes,3,33,3,1,4,4,Doctor,Very High,Bad,Excellent,Executive
46,No,Travel_Rarely,Research & Development,1,Human Resources,Male,2,Healthcare Representative,1,Married,12636,Yes,3,21,0,2,14,0,Below College,Low,Good,Excellent,Mid
49,Yes,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,2,Single,12370,Yes,3,37,0,4,15,15,Master,Medium,Best,Excellent,Junior
43,No,Non-Travel,Sales,2,Technical Degree,Male,1,Sales Executive,3,Single,10883,No,3,26,0,1,0,0,College,High,Bad,Excellent,Junior
33,No,Travel_Rarely,Research & Development,2,Marketing,Female,1,Healthcare Representative,1,Married,9379,No,3,20,4,1,15,4,College,Low,Bad,Excellent,Junior
42,Yes,Travel_Rarely,Research & Development,2,Human Resources,Female,1,Research Scientist,2,Divorced,11472,No,3,36,0,1,36,1,College,Medium,Bad,Excellent,Junior
45,No,Travel_Rarely,Research & Development,2,Human Resources,Male,1,Research Director,2,Single,12055,No,3,26,3,3,2,2,College,Medium,Better,Excellent,Junior
26,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,4,Healthcare Representative,2,Divorced,20000,No,3,36,4,1,30,13,Doctor,Medium,Bad,Excellent,Lead
18,Yes,Travel_Rarely,Sales,2,Human Resources,Female,5,Sales Representative,4,Married,15729,No,3,12,3,4,12,3,College,Very High,Best,Excellent,Executive
46,No,Non-Travel,Research & Development,4,Marketing,Male,4,Research Director,4,Married,18884,Yes,4,15,4,4,15,3,Master,Very High,Best,Outstanding,Lead
39,No,Travel_Rarely,Sales,5,Medical,Male,2,Sales Executive,3,Divorced,14620,No,3,20,1,4,20,14,Doctor,High,Best,Excellent,Mid
33,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Laboratory Technician,3,Married,16429,No,3,35,1,1,1,1,College,High,Bad,Excellent,Senior
58,No,Travel_Rarely,Research & Development,1,Marketing,Female,5,Research Scientist,2,Divorced,18740,No,3,26,1,1,26,3,Below College,Medium,Bad,Excellent,Executive
58,No,Travel_Rarely,Human Resources,3,Marketing,Male,2,Human Resources,3,Married,13983,No,3,39,1,3,37,15,Bachelor,High,Better,Excellent,Mid
24,Yes,Non-Travel,Research & Development,3,Marketing,Male,4,Healthcare Representative,4,Married,20000,No,3,38,4,2,25,3,Bachelor,Very High,Good,Excellent,Lead
31,No,Travel_Rarely,Sales,3,Human Resources,Female,3,Sales Representative,3,Married,16411,No,3,37,0,3,37,15,Bachelor,High,Better,Excellent,Senior
46,No,Travel_Rarely,Sales,5,Medical,Male,2,Sales Executive,1,Married,13543,No,3,24,2,4,24,11,Doctor,Low,Best,Excellent,Mid
36,No,Travel_Frequently,Research & Development,2,Technical Degree,Male,3,Research Director,4,Married,15929,No,4,14,6,4,10,10,College,Very High,Best,Outstanding,Senior
36,No,Travel_Frequently,Research & Development,5,Technical Degree,Female,2,Healthcare Representative,2,Single,12376,No,3,11,5,4,7,7,Doctor,Medium,Best,Excellent,Mid
19,No,Travel_Rarely,Sales,4,Human Resources,Male,4,Manager,2,Single,15324,No,3,7,2,3,7,7,Master,Medium,Better,Excellent,Lead
58,No,Non-Travel,Sales,1,Human Resources,Female,3,Manager,3,Married,13746,No,4,32,1,4,32,5,Below College,High,Best,Outstanding,Senior
32,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,4,Married,14549,No,3,34,0,4,6,6,Below College,Very High,Best,Excellent,Mid
20,Yes,Travel_Rarely,Sales,3,Other,Female,4,Sales Executive,2,Divorced,17491,Yes,3,37,3,4,37,4,Bachelor,Medium,Best,Excellent,Lead
28,No,Travel_Rarely,Research & Development,3,Medical,Male,5,Research Director,2,Married,20000,No,3,20,0,1,20,17,Bachelor,Medium,Bad,Excellent,Executive
47,No,Travel_Rarely,Research & Development,3,Marketing,Male,4,Research Scientist,4,Married,15289,Yes,3,7,3,2,7,7,Bachelor,Very High,Good,Excellent,Lead
57,No,Travel_Rarely,Sales,2,Other,Male,4,Sales Executive,4,Single,17865,No,3,20,2,1,20,9,College,Very High,Bad,Excellent,Lead
35,Yes,Travel_Rarely,Sales,4,Marketing,Male,5,Manager,2,Divorced,19000,No,3,19,0,1,19,6,Master,Medium,Bad,Excellent,Executive
19,No,Non-Travel,Human Resources,4,Other,Female,4,Human Resources,3,Married,13122,No,3,7,0,2,7,7,Master,High,Good,Excellent,Lead
49,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,5,Healthcare Representative,3,Divorced,20000,No,3,30,5,2,30,0,Master,High,Good,Excellent,Executive
25,Yes,Non-Travel,Research & Development,4,Other,Male,5,Research Scientist,3,Divorced,20000,No,3,28,2,3,28,6,Master,High,Better,Excellent,Executive
39,No,Travel_Frequently,Research & Development,3,Human Resources,Male,5,Research Scientist,1,Single,20000,Yes,3,34,0,2,8,0,Bachelor,Low,Good,Excellent,Executive
23,Yes,Travel_Rarely,Human Resources,1,Medical,Female,2,Manager,4,Married,10771,No,3,24,3,3,14,14,Below College,Very High,Better,Excellent,Mid
29,No,Travel_Rarely,Human Resources,3,Technical Degree,Female,3,Human Resources,2,Divorced,13121,No,4,29,6,3,29,3,Bachelor,Medium,Better,Outstanding,Senior
57,No,Travel_Frequently,Research & Development,4,Other,Male,2,Research Scientist,1,Single,14634,No,3,25,0,1,25,19,Master,Low,Bad,Excellent,Mid
53,No,Travel_Rarely,Research & Development,3,Medical,Male,5,Research Director,3,Married,20000,No,4,39,3,4,9,9,Bachelor,High,Best,Outstanding,Executive
32,Yes,Travel_Rarely,Sales,4,Human Resources,Male,3,Sales Executive,1,Divorced,16305,No,3,28,1,1,28,8,Master,Low,Bad,Excellent,Senior
45,No,Travel_Rarely,Research & Development,5,Marketing,Female,3,Research Scientist,2,Single,16341,No,3,15,0,1,15,1,Doctor,Medium,Bad,Excellent,Senior
35,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,5,Research Scientist,2,Divorced,20000,No,3,35,3,2,35,13,Below College,Medium,Good,Excellent,Executive
19,No,Travel_Rarely,Research & Development,5,Medical,Female,3,Research Scientist,4,Divorced,14664,Yes,3,19,6,2,19,15,Doctor,Very High,Good,Excellent,Senior
30,No,Travel_Rarely,Human Resources,2,Marketing,Male,3,Manager,3,Married,16115,No,4,36,2,3,36,0,College,High,Better,Outstanding,Senior
32,No,Travel_Frequently,Sales,3,Medical,Female,2,Sales Executive,3,Single,11468,No,3,21,1,3,21,1,Bachelor,High,Better,Excellent,Mid
37,Yes,Non-Travel,Research & Development,2,Medical,Male,3,Healthcare Representative,1,Married,18335,Yes,3,39,0,3,6,6,College,Low,Better,Excellent,Senior
46,No,Travel_Rarely,Sales,3,Medical,Male,5,Sales Representative,3,Single,19000,No,3,22,5,2,22,9,Bachelor,High,Good,Excellent,Executive
59,No,Non-Travel,Research & Development,5,Human Resources,Male,1,Laboratory Technician,1,Divorced,14446,No,3,39,3,3,39,19,Doctor,Low,Better,Excellent,Junior
46,No,Travel_Rarely,Sales,4,Technical Degree,Female,1,Sales Representative,2,Divorced,11532,No,3,35,6,3,28,0,Master,Medium,Better,Excellent,Junior
20,No,Non-Travel,Sales,4,Medical,Male,1,Manager,2,Married,10645,No,3,22,5,2,15,12,Master,Medium,Good,Excellent,Junior
36,No,Non-Travel,Sales,3,Human Resources,Male,5,Sales Executive,2,Married,19000,Yes,3,37,0,4,37,0,Bachelor,Medium,Best,Excellent,Executive
20,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,2,Single,12223,No,3,27,3,1,27,4,Master,Medium,Bad,Excellent,Junior
31,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,2,Married,15828,Yes,3,37,0,2,37,15,Doctor,Medium,Good,Excellent,Mid
57,No,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Research Scientist,1,Married,20000,No,3,30,1,3,30,14,Master,Low,Better,Excellent,Executive
21,No,Travel_Rarely,Human Resources,5,Life Sciences,Female,5,Manager,2,Divorced,17600,No,3,31,6,1,13,13,Doctor,Medium,Bad,Excellent,Executive
28,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,5,Research Scientist,1,Married,20000,Yes,3,32,6,2,32,15,College,Low,Good,Excellent,Executive
48,No,Travel_Rarely,Sales,5,Human Resources,Male,3,Manager,2,Divorced,15775,No,3,21,1,1,8,8,Doctor,Medium,Bad,Excellent,Senior
49,No,Travel_Rarely,Human Resources,1,Life Sciences,Female,3,Manager,1,Married,12217,No,3,26,0,1,26,10,Below College,Low,Bad,Excellent,Senior
44,No,Travel_Rarely,Sales,1,Human Resources,Male,3,Manager,1,Married,14600,No,3,23,0,4,23,16,Below College,Low,Best,Excellent,Senior
47,No,Travel_Rarely,Human Resources,1,Life Sciences,Male,4,Human Resources,1,Married,13540,No,3,12,4,3,12,12,Below College,Low,Better,Excellent,Lead
19,No,Travel_Rarely,Sales,3,Medical,Male,2,Manager,3,Divorced,13710,No,3,25,0,2,25,1,Bachelor,High,Good,Excellent,Mid
26,No,Travel_Rarely,Human Resources,3,Medical,Male,5,Manager,1,Married,17600,No,3,32,6,3,28,12,Bachelor,Low,Better,Excellent,Executive
45,No,Travel_Rarely,Sales,3,Technical Degree,Female,5,Sales Representative,1,Married,18255,No,3,27,0,4,27,13,Bachelor,Low,Best,Excellent,Executive
48,Yes,Non-Travel,Human Resources,5,Life Sciences,Female,3,Manager,2,Single,14289,Yes,3,27,5,4,27,10,Doctor,Medium,Best,Excellent,Senior
51,No,Travel_Frequently,Research & Development,3,Medical,Female,5,Healthcare Representative,1,Single,15175,No,3,7,5,2,7,7,Bachelor,Low,Good,Excellent,Executive
32,No,Travel_Rarely,Human Resources,2,Technical Degree,Male,5,Human Resources,1,Married,17600,No,3,38,1,2,22,2,College,Low,Good,Excellent,Executive
42,No,Travel_Rarely,Sales,1,Marketing,Male,1,Sales Representative,4,Single,11421,No,3,28,5,4,28,16,Below College,Very High,Best,Excellent,Junior
53,No,Travel_Rarely,Research & Development,5,Medical,Male,5,Healthcare Representative,3,Single,20000,No,3,23,0,2,4,4,Doctor,High,Good,Excellent,Executive
25,No,Travel_Rarely,Human Resources,1,Medical,Male,4,Manager,4,Married,16277,No,3,33,2,1,6,6,Below College,Very High,Bad,Excellent,Lead
26,No,Travel_Rarely,Research & Development,3,Other,Male,3,Research Director,2,Single,17180,No,3,35,0,1,35,9,Bachelor,Medium,Bad,Excellent,Senior
54,No,Travel_Rarely,Research & Development,5,Human Resources,Male,2,Research Scientist,3,Divorced,13993,Yes,3,26,6,4,26,7,Doctor,High,Best,Excellent,Mid
56,Yes,Travel_Rarely,Research & Development,4,Marketing,Male,2,Laboratory Technician,3,Married,13553,Yes,3,14,4,3,1,1,Master,High,Better,Excellent,Mid
49,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,4,Married,10541,No,3,24,3,2,24,17,College,Very High,Good,Excellent,Junior
34,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Research Scientist,3,Single,11787,No,3,12,6,2,8,4,Bachelor,High,Good,Excellent,Mid
52,No,Travel_Rarely,Research & Development,3,Marketing,Female,2,Research Director,4,Married,12258,No,3,26,1,1,26,5,Bachelor,Very High,Bad,Excellent,Mid
54,No,Travel_Rarely,Human Resources,2,Life Sciences,Female,3,Manager,1,Married,10534,No,3,8,5,2,0,0,College,Low,Good,Excellent,Senior
36,No,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,4,Divorced,14188,No,3,34,2,3,22,10,College,Very High,Better,Excellent,Senior
46,Yes,Travel_Rarely,Sales,4,Other,Male,4,Sales Executive,3,Married,16893,No,3,22,6,2,9,9,Master,High,Good,Excellent,Lead
24,No,Travel_Rarely,Human Resources,3,Technical Degree,Female,1,Manager,3,Single,11011,No,3,38,3,2,24,15,Bachelor,High,Good,Excellent,Junior
45,No,Travel_Frequently,Human Resources,3,Technical Degree,Female,2,Manager,2,Married,11067,No,3,22,2,1,2,2,Bachelor,Medium,Bad,Excellent,Mid
26,No,Travel_Rarely,Research & Development,1,Marketing,Male,4,Laboratory Technician,2,Single,18491,No,3,25,1,2,5,1,Below College,Medium,Good,Excellent,Lead
45,Yes,Travel_Rarely,Research & Development,5,Human Resources,Male,1,Laboratory Technician,2,Divorced,10395,Yes,3,5,5,4,5,4,Doctor,Medium,Best,Excellent,Junior
23,Yes,Travel_Rarely,Sales,5,Life Sciences,Female,2,Manager,2,Divorced,10842,Yes,3,13,4,4,1,0,Doctor,Medium,Best,Excellent,Mid
46,No,Travel_Frequently,Sales,1,Other,Male,2,Manager,3,Married,13303,No,3,31,6,3,17,3,Below College,High,Better,Excellent,Mid
34,No,Travel_Rarely,Research & Development,5,Other,Male,3,Healthcare Representative,2,Married,17465,No,3,22,6,3,22,3,Doctor,Medium,Better,Excellent,Senior
33,No,Travel_Rarely,Research & Development,2,Marketing,Male,5,Research Scientist,4,Divorced,17460,No,3,1,6,3,1,1,College,Very High,Better,Excellent,Executive
40,No,Travel_Rarely,Research & Development,5,Human Resources,Male,1,Healthcare Representative,1,Married,10106,No,3,11,1,3,11,8,Doctor,Low,Better,Excellent,Junior
48,No,Non-Travel,Sales,5,Human Resources,Male,2,Sales Executive,3,Married,13915,Yes,3,21,2,1,21,11,Doctor,High,Bad,Excellent,Mid
20,Yes,Non-Travel,Human Resources,1,Human Resources,Male,1,Manager,2,Divorced,11264,No,4,36,2,2,36,9,Below College,Medium,Good,Outstanding,Junior
38,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,4,Human Resources,3,Married,16878,No,3,21,1,1,19,1,Master,High,Bad,Excellent,Lead
43,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,4,Research Director,2,Married,20000,Yes,3,38,6,3,38,10,Doctor,Medium,Better,Excellent,Lead
